,mileage,make,model,fuel,gear,offerType,price,hp,year
1,92800,0,0,0,0,0,6877,122.0,2011
2,149300,1,1,0,0,0,6900,160.0,2011
3,96200,2,2,0,0,0,6950,110.0,2011
4,156000,3,3,0,0,0,6950,156.0,2011
5,147000,4,4,1,1,0,6950,99.0,2011
6,91894,2,5,2,0,0,6970,131.0,2011
7,127500,5,6,0,0,0,6972,116.0,2011
8,115000,6,7,0,1,0,6980,150.0,2011
9,104,7,8,2,0,0,6990,86.0,2011
10,59580,5,9,2,1,0,6990,101.0,2011
11,84000,0,0,0,0,0,6990,105.0,2011
13,109000,8,10,0,0,0,6990,141.0,2011
14,194020,9,11,2,0,0,6999,120.0,2011
15,72000,0,12,0,0,0,6999,60.0,2011
16,190000,2,13,2,0,0,6999,150.0,2011
17,190000,2,14,2,0,0,6999,150.0,2011
18,85700,10,15,2,0,0,6999,135.0,2011
19,82000,5,16,0,0,0,7000,101.0,2011
20,44800,11,17,0,1,0,7850,86.0,2012
21,81970,0,0,0,0,0,7850,105.0,2012
22,24000,12,18,0,0,0,7900,105.0,2012
23,193333,0,19,2,0,0,7900,105.0,2012
24,113000,0,20,0,0,0,7900,105.0,2012
25,117000,0,21,0,0,0,7949,105.0,2012
27,104250,5,22,0,0,0,7950,140.0,2012
28,151250,3,3,2,0,0,7950,163.0,2012
29,133500,13,23,2,0,0,7980,143.0,2012
30,105000,5,22,0,0,0,7980,179.0,2012
31,114164,7,24,0,0,0,7990,125.0,2012
32,128000,14,25,2,0,0,7990,90.0,2012
33,150000,13,23,2,0,0,7999,143.0,2012
34,160000,14,26,0,0,0,7999,122.0,2012
35,165000,15,27,2,0,0,8000,109.0,2012
36,51200,2,5,0,0,0,8000,131.0,2012
37,107000,5,28,2,0,0,8000,160.0,2012
38,130000,14,29,0,0,0,8000,98.0,2012
39,214000,13,30,2,1,0,8199,184.0,2012
40,73760,5,6,0,0,0,8990,140.0,2013
41,113000,0,20,0,0,0,8990,160.0,2013
42,108803,16,31,2,0,0,8990,116.0,2013
43,7400,5,32,0,0,0,8990,101.0,2013
45,86980,7,33,0,0,0,8995,120.0,2013
46,98000,0,34,2,1,0,8999,105.0,2013
47,98988,7,8,2,0,0,8999,101.0,2013
48,41124,5,32,0,0,0,8999,101.0,2013
49,170000,0,35,2,0,0,8999,140.0,2013
51,80500,13,36,0,0,0,9000,102.0,2013
52,195327,7,37,2,0,0,9000,140.0,2013
53,143316,0,35,0,1,0,9000,140.0,2013
54,98100,1,38,0,0,0,9100,122.0,2013
55,113000,9,39,0,0,0,9100,86.0,2013
56,94000,0,34,2,0,0,9200,105.0,2013
57,68700,8,40,0,0,0,9290,140.0,2013
58,169500,4,41,2,0,0,9300,126.0,2013
59,77000,0,42,0,1,0,9300,122.0,2013
60,45600,7,43,0,0,0,8990,80.0,2014
61,230000,5,44,2,0,0,8990,140.0,2014
62,99756,0,12,0,0,0,8990,105.0,2014
63,84600,4,45,1,1,0,8990,143.0,2014
64,73000,16,46,0,0,0,8990,125.0,2014
65,133180,0,34,2,0,0,8990,105.0,2014
66,22700,0,47,0,0,0,8990,60.0,2014
67,53000,17,48,0,0,0,8999,105.0,2014
68,149786,13,49,0,0,0,8999,136.0,2014
69,197500,0,50,2,0,0,8999,140.0,2014
70,57000,11,51,0,0,0,9000,99.0,2014
71,53286,17,52,0,0,0,9100,86.0,2014
72,84721,4,45,0,1,0,9200,101.0,2014
73,111000,9,39,0,0,0,9200,122.0,2014
74,87500,1,53,2,0,0,9290,105.0,2014
75,55000,17,48,0,0,0,9300,105.0,2014
76,77000,0,12,0,0,0,9300,90.0,2014
77,166000,0,34,2,1,0,9400,105.0,2014
78,55000,7,54,0,0,0,9450,101.0,2014
79,140000,0,34,2,1,0,9990,110.0,2015
80,160000,7,24,2,1,0,9999,120.0,2015
82,28238,5,9,0,0,0,10190,140.0,2015
83,114327,5,28,2,1,0,10200,131.0,2015
85,80575,0,12,2,0,0,10299,105.0,2015
86,79987,7,33,0,1,0,10444,105.0,2015
87,166554,17,55,2,0,0,10490,170.0,2015
88,47295,7,54,0,0,0,10490,101.0,2015
89,90000,5,28,2,0,0,10499,170.0,2015
90,76800,18,56,0,0,0,10580,110.0,2015
91,60000,3,57,0,0,0,10750,110.0,2015
92,9500,16,46,0,0,0,10750,125.0,2015
94,118000,0,0,2,0,0,10950,150.0,2015
95,87000,0,0,0,0,0,10950,110.0,2015
96,137000,13,58,2,0,0,10950,116.0,2015
97,29000,19,59,0,0,0,8990,94.0,2016
98,198000,0,50,2,0,0,8999,120.0,2016
99,192000,20,60,2,0,0,8999,178.0,2016
100,15000,12,61,0,0,0,9000,90.0,2016
101,57800,6,62,0,0,0,9250,90.0,2016
102,86900,7,33,0,0,0,9380,101.0,2016
103,56617,0,47,0,0,0,9440,90.0,2016
104,70604,4,45,0,0,0,9490,69.0,2016
105,68656,4,45,0,0,0,9490,69.0,2016
106,64783,4,45,0,0,0,9490,69.0,2016
107,146148,5,22,2,0,0,9495,136.0,2016
108,106300,5,22,2,0,0,9499,160.0,2016
109,179200,0,50,2,0,0,9499,120.0,2016
110,63000,5,32,0,0,0,9500,87.0,2016
111,154494,3,3,2,0,0,9500,120.0,2016
112,72500,19,59,0,0,0,9650,136.0,2016
113,93300,5,22,2,0,0,9680,110.0,2016
114,96999,5,22,2,0,0,9690,136.0,2016
115,39990,11,51,0,0,0,9690,101.0,2016
116,66106,9,11,0,1,0,20990,150.0,2017
121,74000,21,63,0,0,0,5555,71.0,2017
122,31500,1,64,0,0,0,5780,60.0,2017
123,62490,1,64,0,0,0,6390,60.0,2017
124,100870,0,47,0,0,0,6445,60.0,2017
125,35450,17,65,0,0,0,6445,60.0,2017
126,65635,0,47,0,0,0,6490,60.0,2017
127,83000,4,66,0,0,0,6500,69.0,2017
128,35000,12,61,0,0,0,6700,90.0,2017
129,35093,0,47,0,0,0,6750,60.0,2017
130,66000,10,67,0,0,0,6799,69.0,2017
131,61000,16,68,0,0,0,6900,67.0,2017
132,118759,7,43,2,0,0,6990,95.0,2017
133,31500,21,69,0,0,0,6999,71.0,2017
134,77403,7,43,2,0,0,7090,75.0,2017
194,100,10,70,0,0,1,10600,69.0,2021
195,15,10,70,1,0,1,10680,69.0,2021
196,20,4,66,0,0,1,10823,72.0,2021
197,15,10,70,1,0,1,10980,69.0,2021
198,15,10,70,1,0,1,10980,69.0,2021
199,10,4,66,0,0,1,10997,72.0,2021
200,9,4,66,0,0,1,11490,72.0,2021
201,9,4,66,0,0,1,11490,72.0,2021
202,9,4,66,0,0,1,11490,72.0,2021
203,100,16,68,0,0,1,11499,67.0,2021
204,10,4,66,0,0,1,11790,72.0,2021
205,10,11,17,0,0,1,11950,84.0,2021
206,10,4,66,0,0,1,11990,72.0,2021
207,10,4,66,0,0,1,11990,72.0,2021
208,10,4,66,0,0,1,11990,72.0,2021
209,10,4,66,0,0,1,11990,72.0,2021
210,10,4,66,0,0,1,11990,72.0,2021
211,10,4,66,0,0,1,11990,72.0,2021
212,10,4,66,0,0,1,11990,72.0,2021
213,10,4,66,0,0,1,11990,72.0,2021
214,132500,0,0,0,1,0,7800,122.0,2011
215,132500,0,0,0,1,0,7800,122.0,2011
216,69019,3,71,0,0,0,7850,156.0,2011
217,123600,7,24,0,0,0,7885,150.0,2011
218,95963,5,22,0,0,0,7900,120.0,2011
219,71908,22,72,0,0,0,7900,117.0,2011
220,93510,11,51,0,0,0,7900,90.0,2011
221,131322,0,50,0,0,0,7900,122.0,2011
222,228000,0,50,2,0,0,7900,170.0,2011
223,61999,23,73,0,0,0,7949,99.0,2011
224,87216,0,0,0,0,0,7970,122.0,2011
225,120600,7,24,0,0,0,7970,150.0,2011
226,119850,0,12,0,1,0,7990,86.0,2011
227,154500,0,50,0,0,0,7990,160.0,2011
228,92800,2,2,0,0,0,7990,131.0,2011
229,118210,0,0,0,0,0,7990,160.0,2011
230,86000,5,6,0,0,0,7998,116.0,2011
231,24170,4,4,0,1,0,7999,132.0,2011
232,188758,0,50,2,0,0,7999,140.0,2011
233,107001,0,74,0,0,0,7999,122.0,2011
234,81179,7,54,0,0,0,7900,105.0,2012
235,98669,4,45,1,1,0,7900,75.0,2012
236,86747,17,52,0,0,0,7900,86.0,2012
237,147500,17,55,2,0,0,7900,140.0,2012
238,140000,4,75,2,0,0,7950,124.0,2012
239,89400,0,42,0,0,0,7980,122.0,2012
240,100000,17,76,0,0,0,7980,122.0,2012
241,14300,5,16,0,1,0,7990,101.0,2012
242,102000,5,22,0,0,0,7990,179.0,2012
243,93850,2,77,2,-1,0,7990,110.0,2012
244,98600,1,78,0,1,0,7990,160.0,2012
245,123000,7,79,0,0,0,7990,160.0,2012
246,70600,4,45,0,1,0,7990,99.0,2012
247,35300,11,51,0,0,0,7990,99.0,2012
248,128000,0,74,0,0,0,7990,122.0,2012
249,91000,0,80,0,0,0,7990,105.0,2012
250,100000,16,81,0,0,0,7999,135.0,2012
251,105531,4,4,0,1,0,7999,99.0,2012
252,110405,0,50,0,0,0,7999,122.0,2012
254,82822,4,45,1,1,0,8500,75.0,2013
255,35000,17,48,0,0,0,8500,105.0,2013
256,148000,18,82,2,1,0,8500,150.0,2013
257,44700,5,32,0,0,0,8500,69.0,2013
258,77820,6,7,0,0,0,8550,105.0,2013
259,31000,7,24,0,0,0,8679,125.0,2013
260,46000,0,12,0,0,0,8699,69.0,2013
261,50000,7,33,0,0,0,8699,101.0,2013
262,75800,3,83,0,0,0,8700,82.0,2013
263,122450,19,84,2,0,0,8700,135.0,2013
264,54689,5,22,0,0,0,8740,140.0,2013
265,98000,23,73,0,0,0,8790,99.0,2013
266,55135,23,85,0,0,0,8800,99.0,2013
267,53998,16,86,0,0,0,8880,86.0,2013
268,76796,3,83,0,0,0,8885,120.0,2013
269,84000,17,87,2,0,0,8888,110.0,2013
270,48795,17,88,0,1,0,8899,105.0,2013
271,85320,5,22,0,0,0,8900,140.0,2013
272,118070,4,45,1,1,0,8900,75.0,2013
273,59100,11,89,0,0,0,8900,90.0,2013
274,85183,5,22,0,0,0,8898,140.0,2014
275,53795,0,47,0,0,0,8900,60.0,2014
276,74450,18,90,0,0,0,8900,156.0,2014
277,167000,0,0,2,0,0,8950,110.0,2014
278,182150,0,0,0,0,0,8980,140.0,2014
279,68067,3,3,0,0,0,8985,125.0,2014
280,49252,7,24,0,0,0,8990,125.0,2014
281,124800,5,9,0,1,0,8990,140.0,2014
282,91784,7,33,0,0,0,8990,101.0,2014
283,82500,2,91,2,0,0,8990,90.0,2014
284,98000,16,81,0,0,0,8990,135.0,2014
285,34100,11,17,0,1,0,8990,86.0,2014
286,120500,23,73,3,0,0,8990,141.0,2014
287,27241,2,2,2,0,0,8990,110.0,2014
288,90173,7,24,0,0,0,8990,101.0,2014
289,54210,2,92,0,1,0,8990,120.0,2014
290,123559,3,83,2,1,0,8995,92.0,2014
291,81430,18,93,0,1,0,8999,82.0,2014
292,73000,1,38,0,0,0,9000,110.0,2014
293,56700,8,40,0,0,0,9000,140.0,2014
294,68220,17,65,0,0,0,8900,75.0,2015
295,62665,5,16,0,1,0,8950,90.0,2015
296,172000,0,50,2,0,0,8990,120.0,2015
297,53000,17,48,0,0,0,8990,86.0,2015
298,175488,7,79,2,0,0,8990,120.0,2015
299,102690,12,18,0,0,0,8990,125.0,2015
300,49249,2,2,0,0,0,8990,132.0,2015
301,30100,11,94,0,0,0,8990,86.0,2015
302,69120,11,94,2,0,0,8990,90.0,2015
303,53000,17,52,3,0,0,8990,110.0,2015
305,98540,10,95,2,0,0,9200,128.0,2015
306,87200,2,5,0,0,0,9250,132.0,2015
307,20000,21,69,0,1,2,9299,71.0,2015
308,57596,22,96,0,0,0,9440,116.0,2015
309,51833,7,24,2,0,0,9440,95.0,2015
310,43693,3,57,0,0,0,9450,110.0,2015
311,109750,12,18,0,0,0,9450,105.0,2015
312,88900,0,97,0,0,0,9450,86.0,2015
313,33000,2,98,4,1,0,8495,58.0,2016
314,36300,2,92,0,0,0,8499,90.0,2016
315,36300,2,92,0,0,0,8499,90.0,2016
316,36210,2,92,0,0,0,8499,73.0,2016
317,101850,5,9,2,0,0,8690,95.0,2016
318,13832,18,99,0,0,0,8690,82.0,2016
319,49950,1,53,0,0,0,8690,90.0,2016
320,98700,5,22,2,0,0,8770,110.0,2016
321,190543,15,100,2,0,0,8799,90.0,2016
322,80000,1,38,2,0,0,8800,110.0,2016
323,109859,7,43,0,0,0,8840,125.0,2016
324,82000,17,52,0,0,0,8850,110.0,2016
325,68300,2,2,2,0,0,8850,110.0,2016
326,57644,17,52,0,0,0,8850,90.0,2016
327,110412,5,22,2,0,0,8880,95.0,2016
328,34955,22,101,0,0,0,8880,80.0,2016
329,149889,5,28,2,1,0,8890,136.0,2016
330,138965,0,0,2,0,0,8890,110.0,2016
331,69934,17,52,2,0,0,8890,90.0,2016
332,113000,0,34,2,0,0,8900,110.0,2016
333,3070,16,68,0,0,0,7950,67.0,2017
334,60300,3,57,0,0,0,7950,82.0,2017
335,79883,7,43,0,0,0,7985,101.0,2017
336,36955,22,101,0,0,0,7990,80.0,2017
337,24162,16,68,0,0,0,7990,67.0,2017
338,78588,17,52,0,0,0,7990,60.0,2017
339,63200,2,92,0,0,0,7990,90.0,2017
340,68753,22,101,0,0,0,7990,80.0,2017
341,29731,4,66,0,0,0,7990,69.0,2017
342,29712,2,102,0,0,0,7990,69.0,2017
343,45401,17,65,0,0,0,7990,75.0,2017
344,42341,7,103,0,0,0,7990,69.0,2017
345,68360,4,66,0,0,0,7990,69.0,2017
346,28864,2,92,0,0,0,7995,73.0,2017
347,52753,24,104,0,-1,0,8000,106.0,2017
348,42000,25,105,0,0,0,8000,80.0,2017
349,46073,7,43,0,0,0,8090,71.0,2017
350,16000,4,66,0,0,0,8100,69.0,2017
351,27547,10,106,0,0,0,8190,69.0,2017
352,28323,10,106,0,0,0,8190,69.0,2017
353,6761,0,97,0,0,0,19490,125.0,2018
354,44626,17,76,0,0,0,19940,179.0,2018
355,35000,23,73,0,0,0,19950,182.0,2018
356,23100,25,107,0,0,0,21490,163.0,2018
357,29658,5,108,2,1,0,21680,120.0,2018
359,47000,26,109,0,1,0,24950,200.0,2018
364,62302,12,61,0,0,0,4700,73.0,2018
365,3500,27,-1,4,0,0,5500,38.0,2018
366,84000,10,67,0,0,0,5990,69.0,2018
367,17896,25,105,0,0,0,6490,71.0,2018
368,78000,0,47,0,0,0,6490,60.0,2018
369,191533,5,110,2,0,0,6722,105.0,2018
370,84800,17,65,0,0,0,6850,60.0,2018
371,62608,0,47,0,0,0,6930,60.0,2018
387,23864,7,43,0,0,3,12970,95.0,2020
388,25885,7,43,0,0,3,12980,95.0,2020
389,5,2,92,0,0,1,12995,101.0,2020
390,19990,7,43,0,0,3,13330,95.0,2020
391,2438,1,53,0,0,2,13950,80.0,2020
392,50,1,111,0,0,1,14490,95.0,2020
393,18805,7,112,0,0,3,14990,101.0,2020
394,9990,7,112,0,0,3,15490,101.0,2020
395,18365,7,112,0,0,3,15790,101.0,2020
396,23560,7,43,0,0,3,15880,125.0,2020
397,9990,7,43,1,0,3,15970,125.0,2020
398,6315,7,43,1,0,3,16450,125.0,2020
399,4246,6,62,0,0,2,16880,90.0,2020
400,11570,7,24,2,0,3,19390,150.0,2020
401,7360,7,24,2,0,3,19790,150.0,2020
402,5050,7,24,2,0,3,19970,150.0,2020
403,8125,7,24,2,0,3,19990,150.0,2020
404,50,7,113,0,0,1,19990,125.0,2020
405,5050,7,24,2,0,3,20385,150.0,2020
406,135000,21,63,2,1,0,3940,54.0,2011
408,42571,16,68,0,0,0,3950,69.0,2011
410,130274,7,54,0,0,0,3950,150.0,2011
411,107517,16,68,0,0,0,3950,67.0,2011
412,199726,17,88,2,0,0,3980,90.0,2011
413,178304,7,24,2,0,0,3990,109.0,2011
414,213990,16,114,2,0,0,3990,90.0,2011
415,103000,16,68,0,0,0,3990,69.0,2011
417,104500,22,115,0,0,0,3990,88.0,2011
418,169500,2,2,2,0,0,3990,106.0,2011
419,43000,16,68,0,0,0,3990,69.0,2011
420,51174,10,70,0,0,0,3990,69.0,2011
421,199000,5,22,2,0,0,3999,110.0,2011
422,110000,21,63,0,1,0,3999,61.0,2011
423,99121,3,116,0,0,0,3999,60.0,2011
424,202000,7,24,2,0,0,3999,95.0,2011
425,93000,21,63,0,1,0,4795,71.0,2012
426,131663,7,43,0,0,0,4799,60.0,2012
427,137500,0,47,0,0,0,4800,75.0,2012
428,122600,3,117,0,0,0,4800,120.0,2012
429,81698,0,47,0,0,0,4804,60.0,2012
430,87000,5,16,0,0,0,4850,69.0,2012
431,89000,11,17,0,0,0,4870,69.0,2012
432,26147,2,102,0,0,0,4890,75.0,2012
433,81500,4,66,0,0,0,4899,68.0,2012
434,119600,7,43,0,0,0,4900,82.0,2012
435,153289,16,114,5,0,0,4900,109.0,2012
437,52000,7,43,0,1,0,4900,97.0,2012
438,56000,7,103,0,0,0,4900,69.0,2012
440,215000,7,24,2,0,0,4900,116.0,2012
441,159999,10,118,2,0,0,4900,90.0,2012
442,81000,4,66,0,0,0,4900,68.0,2012
443,120185,1,53,2,0,0,4948,105.0,2012
444,116000,1,53,0,0,0,4950,86.0,2012
445,99000,7,103,0,0,0,4999,69.0,2013
446,175000,11,119,2,0,0,4999,128.0,2013
447,74415,10,120,0,0,0,4999,69.0,2013
448,42000,16,86,0,0,0,4999,86.0,2013
449,85571,11,94,0,0,0,5000,86.0,2013
451,68900,7,103,0,0,0,5100,69.0,2013
452,73350,17,65,0,0,0,5180,60.0,2013
453,124000,7,43,2,0,0,5200,75.0,2013
454,162300,5,32,0,0,0,5200,69.0,2013
455,38220,4,66,0,0,0,5200,68.0,2013
456,109500,11,94,0,0,0,5200,86.0,2013
457,115000,18,90,0,0,0,5200,120.0,2013
458,94000,1,53,0,0,0,5200,69.0,2013
459,74000,12,121,0,0,0,5200,90.0,2013
460,150000,11,94,0,0,0,5200,86.0,2013
461,58200,7,43,0,0,0,5200,60.0,2013
462,150000,11,89,2,0,0,5200,90.0,2013
463,78000,7,103,0,0,0,5250,69.0,2013
464,95000,12,61,0,0,0,5250,90.0,2013
465,50500,7,43,0,0,0,5990,60.0,2015
466,50531,21,63,0,1,0,5990,71.0,2015
467,55650,25,105,0,0,0,5990,71.0,2015
468,42000,1,64,0,0,0,5990,60.0,2015
469,174418,1,53,2,0,0,5990,105.0,2015
470,179850,7,24,2,0,0,5999,120.0,2015
471,54777,7,43,0,0,0,5999,60.0,2015
472,37200,17,65,0,0,0,6000,60.0,2015
473,45000,21,63,0,0,0,6000,71.0,2015
474,93000,10,122,0,0,0,6000,69.0,2015
475,118000,17,52,2,0,0,6000,90.0,2015
476,100000,16,68,0,0,0,6180,87.0,2015
477,79100,22,101,0,0,0,6199,80.0,2015
478,87370,17,52,0,0,0,6199,86.0,2015
479,157300,10,122,0,0,0,6200,77.0,2015
480,61880,2,102,0,0,0,6200,71.0,2015
481,45000,22,101,0,0,0,6200,80.0,2015
483,132000,7,43,2,0,0,6250,95.0,2015
484,77559,5,16,0,0,0,6290,69.0,2015
485,42000,7,123,0,0,0,13790,120.0,2016
486,147000,13,30,2,0,0,13999,190.0,2016
487,88250,5,22,2,0,0,14390,136.0,2016
488,106000,5,6,2,1,0,14750,170.0,2016
489,46100,5,124,2,0,0,14950,136.0,2016
490,52500,5,124,2,0,0,15250,136.0,2016
492,38500,0,35,0,0,0,16500,110.0,2016
493,136498,7,125,2,1,0,18450,179.0,2016
494,112300,9,11,2,1,0,18450,190.0,2016
495,12600,7,126,2,0,0,19900,155.0,2016
497,9350,15,127,0,0,0,19950,122.0,2016
498,34300,15,128,0,1,0,20899,102.0,2016
501,93500,13,129,2,1,0,23999,184.0,2016
502,93500,13,129,2,1,0,23999,184.0,2016
565,17908,7,113,0,0,3,20750,125.0,2020
566,3437,7,112,2,0,0,20750,125.0,2020
567,4600,2,2,0,0,2,20780,140.0,2020
568,10,6,130,0,0,1,20790,122.0,2020
569,14700,1,38,0,1,3,20830,150.0,2020
570,9466,0,0,0,0,2,20900,131.0,2020
571,5962,5,131,0,1,0,20950,131.0,2020
572,7300,7,113,0,0,3,20950,125.0,2020
573,10,7,43,1,0,2,20950,125.0,2020
574,3800,2,2,0,0,2,20980,140.0,2020
575,3078,7,113,0,0,3,20999,125.0,2020
576,3352,7,112,2,0,0,21220,125.0,2020
577,10,16,132,1,1,2,21250,105.0,2020
578,2585,7,113,0,0,3,21298,125.0,2020
579,2248,7,24,1,0,0,21450,125.0,2020
580,29,7,113,0,1,0,21490,125.0,2020
581,18595,7,24,0,0,0,21490,150.0,2020
582,9306,7,113,0,0,3,21498,125.0,2020
583,10,16,114,0,1,2,21540,140.0,2020
584,6500,1,133,0,0,2,21550,116.0,2020
605,177000,2,2,2,0,0,3990,90.0,2011
606,177000,7,24,2,0,0,3999,109.0,2011
607,110000,21,63,0,1,0,3999,61.0,2011
608,83223,3,117,0,0,0,3999,95.0,2011
609,69000,2,92,0,0,0,3999,75.0,2011
610,162300,5,22,0,0,0,3999,101.0,2011
611,144000,15,134,2,0,0,3999,109.0,2011
612,46850,19,135,0,-1,0,3999,68.0,2011
613,168000,16,114,2,0,0,3999,90.0,2011
615,181701,5,9,2,0,0,3999,110.0,2011
616,99800,1,53,0,0,0,4000,69.0,2011
617,145000,18,99,0,0,0,4000,73.0,2011
618,54071,16,68,0,0,0,4099,69.0,2011
619,176000,19,59,2,0,0,4200,75.0,2011
620,30500,3,117,0,0,0,4200,95.0,2011
623,62000,10,70,0,0,0,4200,69.0,2011
624,144134,16,114,2,0,0,4490,90.0,2012
625,130000,10,106,0,0,0,4490,69.0,2012
626,43000,16,68,0,0,0,4490,69.0,2012
628,79000,2,92,0,0,0,4490,75.0,2012
629,77709,22,101,0,0,0,4490,80.0,2012
630,110474,3,117,0,0,0,4499,95.0,2012
631,168000,3,3,2,0,0,4499,111.0,2012
632,79500,5,16,0,0,0,4499,69.0,2012
633,75000,7,43,0,0,0,4499,60.0,2012
634,90000,11,17,0,0,0,4499,69.0,2012
635,98789,5,16,0,0,0,4499,87.0,2012
636,90000,0,47,0,0,0,4500,60.0,2012
637,207000,5,110,2,0,0,4500,105.0,2012
638,153000,17,88,2,0,0,4500,75.0,2012
639,148000,5,22,2,0,0,4500,110.0,2012
640,65500,5,16,0,0,0,4500,69.0,2012
641,117000,0,47,0,0,0,4500,75.0,2012
642,167500,5,16,2,0,0,4500,131.0,2012
643,61700,2,102,0,0,0,4500,75.0,2012
644,97000,11,17,0,0,0,4990,69.0,2013
645,75000,25,105,0,0,0,4999,80.0,2013
646,155000,2,2,0,0,0,4999,116.0,2013
647,155000,2,2,0,0,0,4999,116.0,2013
648,175000,11,119,2,0,0,4999,128.0,2013
649,124600,17,52,0,0,0,4999,86.0,2013
650,74415,10,120,0,0,0,4999,69.0,2013
651,42000,16,86,0,0,0,4999,86.0,2013
652,109000,5,16,0,0,0,5150,87.0,2013
654,129073,11,94,0,0,0,5199,109.0,2013
655,38220,4,66,0,0,0,5200,68.0,2013
656,77220,2,2,0,0,0,5200,101.0,2013
658,122500,10,70,0,1,0,5300,86.0,2013
659,74000,2,102,0,0,0,5300,75.0,2013
660,98000,1,64,0,0,0,5300,60.0,2013
661,96000,5,16,0,0,0,5300,69.0,2013
662,160000,8,136,0,0,0,5300,141.0,2013
663,197000,4,45,0,0,0,5300,99.0,2013
664,129000,22,115,2,0,0,5600,90.0,2014
665,108900,5,16,0,0,0,5650,87.0,2014
666,36000,17,52,0,0,0,5650,60.0,2014
667,50130,10,67,0,0,0,5680,69.0,2014
668,53196,21,63,0,1,0,5700,71.0,2014
669,125000,17,52,2,0,0,5700,75.0,2014
670,106700,17,52,2,0,0,5710,75.0,2014
671,90000,17,52,2,0,0,5750,75.0,2014
672,32000,5,16,0,0,0,5750,69.0,2014
673,32000,5,16,0,0,0,5750,69.0,2014
674,33000,10,70,0,0,0,5750,69.0,2014
675,70400,1,53,0,0,0,5790,69.0,2014
676,63000,12,121,0,0,0,5790,75.0,2014
677,47765,5,16,0,0,0,5790,69.0,2014
678,45000,3,137,0,0,0,5799,82.0,2014
679,102900,7,43,0,0,0,5799,60.0,2014
680,97333,7,43,0,0,0,5800,125.0,2014
681,95000,1,78,0,0,0,5800,105.0,2014
682,95000,10,106,0,0,0,5800,69.0,2014
683,93651,0,47,0,0,0,5800,60.0,2014
684,55299,16,68,0,0,0,5944,67.0,2015
685,53800,0,47,0,0,0,5990,60.0,2015
686,53000,1,53,0,0,0,5990,69.0,2015
687,22600,3,137,0,0,0,5990,69.0,2015
688,125000,1,53,0,0,0,5990,86.0,2015
689,64000,17,65,0,0,0,5990,60.0,2015
691,55000,2,102,0,0,0,5990,71.0,2015
692,38000,0,47,0,0,0,5999,60.0,2015
693,91000,12,61,0,0,0,5999,90.0,2015
694,94751,3,57,0,0,0,5999,82.0,2015
695,32000,2,102,0,0,0,5999,71.0,2015
696,30000,25,105,0,0,0,5999,71.0,2015
697,54777,7,43,0,0,0,5999,60.0,2015
698,85675,0,47,0,0,0,5999,60.0,2015
699,118000,17,52,2,0,0,6000,90.0,2015
700,54500,7,43,0,0,0,6100,82.0,2015
701,43447,5,16,0,0,0,6100,69.0,2015
702,79100,22,101,0,0,0,6199,80.0,2015
703,44849,21,63,0,0,0,6200,71.0,2015
719,171000,5,138,2,1,0,3299,131.0,2016
720,152612,17,65,0,0,0,3799,60.0,2016
722,98280,12,121,0,0,0,4400,73.0,2016
723,137000,12,61,0,0,0,4490,73.0,2016
724,75419,5,22,2,0,0,13990,136.0,2018
725,24415,7,54,0,0,0,13990,101.0,2018
726,35000,16,139,0,0,0,14450,120.0,2018
727,150000,0,50,2,1,0,14510,150.0,2018
728,16900,4,45,1,1,0,15900,102.0,2018
729,83526,0,0,2,0,0,15950,116.0,2018
730,65478,14,140,2,1,0,15999,116.0,2018
731,82800,13,141,0,1,0,16300,136.0,2018
732,10448,5,108,0,0,0,16790,131.0,2018
733,54900,9,39,0,1,0,16900,95.0,2018
734,92435,0,0,2,0,0,16950,116.0,2018
735,20647,16,132,1,1,0,16990,141.0,2018
736,37000,4,142,1,1,0,17900,98.0,2018
737,66000,9,143,0,1,0,17990,150.0,2018
738,15878,0,0,0,1,0,18450,125.0,2018
739,8982,5,131,0,1,0,18700,110.0,2018
740,60150,0,0,0,0,0,18950,125.0,2018
741,64424,0,0,2,1,0,19450,150.0,2018
742,25587,14,144,0,0,0,19499,192.0,2018
743,35990,1,111,0,1,0,19550,116.0,2018
804,156459,7,79,0,0,0,7745,160.0,2011
805,229000,0,35,2,1,0,7750,170.0,2011
807,152000,0,35,0,0,0,7799,140.0,2011
808,170800,22,145,2,0,0,7900,90.0,2011
809,133000,0,35,0,0,0,7900,105.0,2011
810,125700,7,146,0,0,0,7900,125.0,2011
811,126000,0,42,2,1,0,7900,140.0,2011
812,111000,9,39,2,0,0,7900,90.0,2011
813,101655,0,42,0,1,0,7980,122.0,2011
814,89172,16,147,0,0,0,7980,140.0,2011
815,82102,3,3,0,1,0,7990,156.0,2011
816,108350,3,148,2,1,0,7990,163.0,2011
817,86875,1,78,0,0,0,7990,125.0,2011
818,69598,7,43,0,0,0,7990,135.0,2011
819,110998,13,30,0,0,0,7999,170.0,2011
820,80000,1,78,0,1,0,7999,160.0,2011
822,124500,15,134,0,1,0,8100,116.0,2011
823,147000,0,74,0,0,0,8200,122.0,2011
824,210842,9,11,2,0,0,8500,143.0,2012
825,100000,16,81,2,1,0,8590,136.0,2012
826,77600,5,22,0,0,0,8600,140.0,2012
827,205764,0,149,2,1,0,8600,140.0,2012
828,50000,12,18,0,0,0,8600,105.0,2012
829,89679,4,4,1,1,0,8690,99.0,2012
