,mileage,make,model,fuel,gear,offerType,price,hp,year
18895,111400,6,173,2,0,0,13950,150.0,2014
18896,87777,1,38,2,0,0,13990,184.0,2014
18897,96430,28,224,2,0,0,13990,136.0,2014
18898,85335,7,123,0,0,0,13990,150.0,2014
18899,40000,15,222,2,1,0,13990,136.0,2014
18900,22569,6,7,0,1,0,13999,120.0,2014
18901,56000,4,75,0,1,0,13999,147.0,2014
18902,42000,23,73,0,0,0,14000,141.0,2014
18903,107000,25,257,2,0,0,14250,150.0,2014
18904,83000,15,152,2,1,0,14399,170.0,2014
18905,68812,7,123,0,0,0,14450,150.0,2014
18906,56500,43,371,2,0,0,14490,150.0,2014
18907,42800,13,170,4,1,0,14550,102.0,2014
18908,47610,5,449,4,1,0,14600,151.0,2014
18909,166000,15,152,2,0,0,14600,170.0,2014
18910,166000,15,152,2,0,0,14600,170.0,2014
18911,34211,9,143,0,0,0,14821,122.0,2014
18912,61777,0,0,0,0,0,14840,150.0,2014
18913,64844,0,215,0,0,0,14900,150.0,2014
18915,76150,17,76,0,0,0,13751,150.0,2015
18916,52860,17,76,2,0,0,13780,110.0,2015
18917,91400,4,75,2,0,0,13790,143.0,2015
18918,107900,0,0,2,1,0,13790,150.0,2015
18919,149800,9,11,2,1,0,13795,150.0,2015
18920,96000,0,0,2,0,0,13850,150.0,2015
18921,84683,17,55,2,1,0,13860,140.0,2015
18922,190000,28,416,2,0,0,13880,181.0,2015
18923,64430,1,38,2,0,0,13900,110.0,2015
18924,28888,12,18,0,0,0,13900,125.0,2015
18925,67000,0,34,0,1,0,13900,122.0,2015
18926,56200,4,75,0,1,0,13900,147.0,2015
18927,42918,0,0,0,0,0,13900,110.0,2015
18928,99500,0,34,2,1,0,13949,110.0,2015
18929,62967,5,22,2,0,0,13970,136.0,2015
18930,85095,0,34,0,0,0,13970,125.0,2015
18931,15500,22,450,4,1,0,13980,109.0,2015
18932,98250,13,30,2,0,0,13980,184.0,2015
18933,53632,16,31,0,0,0,13989,135.0,2015
18934,42800,15,27,0,0,0,13990,122.0,2015
18935,91251,17,76,0,0,0,11850,110.0,2016
18936,123205,5,44,2,0,0,11880,90.0,2016
18937,67600,10,296,0,0,0,11890,140.0,2016
18938,47500,17,48,0,0,0,11890,110.0,2016
18939,120991,15,27,2,0,0,11890,109.0,2016
18940,18173,12,61,0,1,0,11900,90.0,2016
18941,35000,4,45,1,1,0,11900,75.0,2016
18942,36825,17,52,0,0,0,11900,90.0,2016
18943,160000,7,123,2,0,0,11900,150.0,2016
18944,39850,17,52,0,0,0,11912,90.0,2016
18945,40747,0,12,0,0,0,11930,90.0,2016
18946,75374,17,76,2,0,0,11950,110.0,2016
18947,42254,22,96,0,0,0,11970,116.0,2016
18948,67399,16,81,0,0,0,11980,135.0,2016
18949,64000,5,6,2,0,0,11990,110.0,2016
18950,17900,17,52,0,0,0,11990,75.0,2016
18951,142000,0,0,2,1,0,11990,110.0,2016
18952,119483,7,79,2,0,0,11990,150.0,2016
18953,53445,7,246,0,0,0,11990,101.0,2016
18954,78500,2,262,0,0,0,11990,131.0,2016
18955,67927,0,12,0,0,0,10995,90.0,2017
18956,54584,0,12,0,0,0,10995,90.0,2017
18957,72980,0,12,0,0,0,10995,90.0,2017
18958,74588,0,12,0,0,0,10995,90.0,2017
18959,24852,22,96,0,0,0,10999,116.0,2017
18960,71608,3,159,2,0,0,10999,99.0,2017
18961,87373,3,159,2,0,0,10999,99.0,2017
18962,35464,18,99,2,0,0,11000,99.0,2017
18963,58033,3,159,2,0,0,11299,99.0,2017
18964,73000,5,22,0,0,0,11300,125.0,2017
18965,152227,0,97,2,0,0,11334,102.0,2017
18966,30000,7,33,0,0,0,11399,101.0,2017
18967,30000,7,33,0,0,0,11399,101.0,2017
18968,30000,7,33,0,0,0,11399,101.0,2017
18969,71820,0,12,0,0,0,11430,90.0,2017
18970,29869,7,196,2,0,0,11440,75.0,2017
18971,32272,20,60,0,0,0,11450,150.0,2017
18972,43893,22,96,0,0,0,11470,116.0,2017
18973,30178,17,52,0,0,0,11480,110.0,2017
18974,45900,22,96,0,0,0,11480,116.0,2017
18975,193895,17,76,2,0,0,11250,116.0,2018
18976,21000,5,16,0,0,0,11270,90.0,2018
18977,5160,5,16,0,0,0,11280,90.0,2018
18978,29901,18,287,0,0,0,11400,110.0,2018
18979,52000,10,195,2,0,0,11450,120.0,2018
18980,18495,7,103,0,0,0,11450,86.0,2018
18981,5250,5,16,0,0,0,11470,90.0,2018
18982,18930,3,137,0,0,0,11485,72.0,2018
18983,31843,7,43,0,0,0,11490,71.0,2018
18984,138000,3,3,2,1,0,11490,120.0,2018
18985,18963,5,16,0,0,0,11490,90.0,2018
18986,15796,5,32,0,0,0,11490,87.0,2018
18987,19986,7,24,0,0,0,11490,125.0,2018
18988,13222,4,45,0,0,0,11500,111.0,2018
18989,2300,12,61,0,0,0,11590,90.0,2018
18990,14745,11,17,0,0,0,11590,84.0,2018
18991,5100,16,114,0,0,0,11655,99.0,2018
18992,29384,3,83,0,0,0,11690,82.0,2018
18993,33000,2,92,0,0,0,11699,118.0,2018
18994,3,10,70,0,0,0,11910,69.0,2019
18995,16850,1,64,0,0,0,11950,75.0,2019
18996,14300,5,16,0,0,0,11950,90.0,2019
18997,16952,5,32,0,0,0,11970,101.0,2019
18998,26835,1,53,0,0,0,11990,80.0,2019
18999,15308,17,52,0,0,0,11990,75.0,2019
19000,17985,7,43,0,0,0,11990,71.0,2019
19001,21116,17,52,0,0,0,11990,75.0,2019
19002,20063,2,92,0,0,0,11995,90.0,2019
19003,12580,2,92,0,0,0,11995,90.0,2019
19004,15800,2,102,0,0,0,11995,109.0,2019
19005,12500,2,98,4,1,2,11995,72.0,2019
19006,24283,10,118,0,0,0,12299,95.0,2019
19007,17790,5,16,0,0,0,12370,90.0,2019
19008,3950,10,195,0,0,0,12470,95.0,2019
19009,9295,17,52,0,0,0,12480,95.0,2019
19010,29950,21,69,4,1,0,12490,82.0,2019
19011,9874,17,52,0,0,0,12490,110.0,2019
19012,1400,4,66,0,1,0,12490,72.0,2019
19032,10,17,52,0,0,3,13989,60.0,2021
19033,101,18,162,0,0,1,13990,72.0,2021
19034,50,7,43,0,0,1,13990,75.0,2021
19035,50,7,43,0,0,1,13990,75.0,2021
19036,5,11,94,0,0,1,13990,84.0,2021
19037,7,4,66,0,1,3,13990,73.0,2021
19038,2500,3,57,0,0,2,13990,75.0,2021
19039,250,11,17,0,2,2,13990,67.0,2021
19040,15,16,68,0,0,1,13990,67.0,2021
19041,2500,5,16,0,0,3,13990,75.0,2021
19042,2500,5,16,0,0,3,13990,75.0,2021
19043,4999,5,16,0,0,3,13990,75.0,2021
19044,13,16,68,0,0,0,13990,87.0,2021
19045,278,16,68,0,0,2,13990,67.0,2021
19046,1050,17,52,0,0,2,14190,60.0,2021
19047,10,10,106,0,0,1,14200,69.0,2021
19048,10,10,106,0,0,1,14200,69.0,2021
19049,10,10,106,0,0,1,14200,69.0,2021
19050,10,10,106,0,0,1,14200,69.0,2021
19051,10,10,106,0,0,1,14200,69.0,2021
19052,114577,0,0,0,0,0,6100,86.0,2012
19053,164000,2,206,0,0,0,6150,106.0,2012
19054,149990,0,0,0,0,0,6190,122.0,2012
19055,168000,0,0,2,0,0,6199,105.0,2012
19056,106000,16,114,0,0,0,6200,99.0,2012
19057,153000,13,36,0,0,0,6200,102.0,2012
19058,56250,7,43,0,0,0,6200,82.0,2012
19059,127000,5,22,0,0,0,6250,140.0,2012
19060,108000,4,189,0,0,0,6250,99.0,2012
19061,130000,0,0,0,0,0,6250,105.0,2012
19062,225000,0,50,2,1,0,6290,140.0,2012
19063,113950,0,0,0,0,0,6290,86.0,2012
19064,137681,13,36,0,0,0,6295,102.0,2012
19065,58096,5,16,0,0,0,6299,69.0,2012
19066,66500,12,290,0,0,0,6300,83.0,2012
19067,117000,5,22,0,0,0,6300,140.0,2012
19068,124700,5,6,2,0,0,6300,110.0,2012
19069,90500,10,395,2,2,0,6350,75.0,2012
19070,63000,16,114,0,0,0,6350,99.0,2012
19071,64300,21,63,0,1,0,6350,71.0,2012
19072,32500,19,59,0,0,0,6800,94.0,2013
19073,75740,5,16,0,0,0,6800,120.0,2013
19074,137200,5,22,2,0,0,6800,110.0,2013
19075,119000,2,92,0,0,0,6800,90.0,2013
19076,115988,12,290,0,0,0,6849,116.0,2013
19077,90650,7,43,0,0,0,6850,82.0,2013
19078,117000,7,33,2,0,0,6899,95.0,2013
19079,28000,0,47,0,0,0,6899,60.0,2013
19080,72382,1,78,0,0,0,6900,105.0,2013
19081,150000,3,148,2,0,0,6900,150.0,2013
19082,95297,7,33,0,0,0,6900,101.0,2013
19083,125800,14,29,2,0,0,6900,90.0,2013
19084,162000,0,80,2,1,0,6900,140.0,2013
19085,110566,0,12,0,0,0,6900,69.0,2013
19086,112219,1,78,0,0,0,6900,105.0,2013
19087,129000,3,117,0,0,0,6900,120.0,2013
19088,83700,18,247,2,0,0,6900,111.0,2013
19089,112121,2,2,0,0,0,6940,116.0,2013
19090,69815,16,46,2,0,0,6948,116.0,2013
19091,97000,19,231,0,1,0,6950,94.0,2013
19092,125000,7,54,2,0,0,7450,116.0,2014
19093,80009,1,53,0,0,0,7450,69.0,2014
19094,107790,14,368,2,0,0,7450,111.0,2014
19095,72000,0,12,0,0,0,7450,60.0,2014
19096,99750,0,12,0,0,0,7450,60.0,2014
19097,156511,12,18,5,0,0,7450,105.0,2014
19098,109900,11,51,0,0,0,7450,99.0,2014
19099,156511,12,18,0,0,0,7450,105.0,2014
19100,70758,17,48,0,0,0,7450,86.0,2014
19101,81200,5,32,0,0,0,7480,69.0,2014
19102,149037,7,43,0,0,0,7490,125.0,2014
19103,123000,8,10,0,0,0,7490,140.0,2014
19104,68000,10,106,0,0,0,7490,69.0,2014
19105,64600,16,68,0,0,0,7490,87.0,2014
19106,199999,7,112,0,0,0,7490,111.0,2014
19108,38410,0,47,0,0,0,7490,60.0,2014
19109,64395,21,69,0,0,0,7499,71.0,2014
19110,48500,5,16,0,0,0,7499,87.0,2014
19111,58000,7,33,0,0,0,7499,90.0,2014
19112,59238,19,59,0,0,0,7850,94.0,2015
19113,25774,0,47,0,0,0,7850,60.0,2015
19114,135000,2,77,2,1,0,7854,110.0,2015
19115,86751,25,311,0,0,0,7875,117.0,2015
19116,25000,4,45,0,0,0,7890,69.0,2015
19117,78780,11,94,0,0,0,7890,82.0,2015
19118,81150,7,33,0,0,0,7890,101.0,2015
19119,30508,0,47,0,0,0,7899,75.0,2015
19120,87000,2,2,0,0,0,7899,110.0,2015
19121,120546,7,54,2,0,0,7900,116.0,2015
19122,95600,5,22,0,0,0,7900,120.0,2015
19123,61000,18,162,0,0,0,7900,82.0,2015
19124,100500,1,191,0,0,0,7900,125.0,2015
19125,52500,5,32,0,0,0,7900,87.0,2015
19126,64580,7,43,2,0,0,7900,95.0,2015
19127,64750,7,43,2,0,0,7900,95.0,2015
19129,124985,7,24,2,0,0,7900,120.0,2015
19130,69293,21,69,0,0,0,7930,71.0,2015
19131,47067,2,2,0,0,0,7948,116.0,2015
19132,62000,16,86,0,0,0,7500,75.0,2016
19133,58664,3,57,0,0,0,7500,82.0,2016
19134,104000,7,43,2,0,0,7599,95.0,2016
19135,138525,5,28,2,0,0,7600,170.0,2016
19136,125500,17,52,2,0,0,7600,105.0,2016
19137,140472,7,24,2,0,0,7676,120.0,2016
19138,44494,17,65,0,0,0,7680,60.0,2016
19139,42000,7,43,0,0,0,7699,82.0,2016
19140,173138,5,28,2,0,0,7699,136.0,2016
19141,41500,2,98,4,-1,0,7700,92.0,2016
19142,46000,5,16,0,0,0,7700,90.0,2016
19143,123000,7,24,2,0,0,7749,105.0,2016
19144,134602,5,22,2,0,0,7750,136.0,2016
19145,73941,5,16,0,0,0,7750,90.0,2016
19146,52917,17,52,0,0,0,7780,60.0,2016
19147,92000,5,32,0,0,0,7790,69.0,2016
19148,29498,21,63,0,0,0,7790,71.0,2016
19149,28336,2,92,0,0,0,7795,73.0,2016
19151,41000,17,65,0,0,0,7800,60.0,2016
19152,92659,17,76,2,1,0,17490,150.0,2017
19153,73393,7,123,2,1,0,17495,150.0,2017
19154,24800,0,215,2,1,0,17990,150.0,2017
19155,41400,2,262,0,1,0,17999,131.0,2017
19156,106520,17,55,2,1,0,18290,150.0,2017
19157,39950,5,28,2,0,0,19750,170.0,2017
19158,152880,13,129,2,1,0,19990,190.0,2017
19159,148000,13,129,2,1,0,20990,190.0,2017
19160,125000,1,133,2,1,0,21461,190.0,2017
19161,36500,20,376,2,1,0,21800,178.0,2017
19162,73000,13,129,2,0,0,23300,190.0,2017
19164,146000,13,129,2,1,0,23990,190.0,2017
19165,60500,15,451,0,1,0,24199,184.0,2017
19177,27300,7,43,0,0,0,8950,71.0,2018
19178,31724,17,65,0,0,0,8990,60.0,2018
19179,42400,16,86,0,0,0,8990,75.0,2018
19180,59995,5,110,0,0,0,9900,95.0,2018
19181,11250,5,197,0,0,0,9950,73.0,2018
19182,46900,7,43,0,0,0,10450,101.0,2018
19183,28550,5,32,0,0,0,10490,69.0,2018
19184,29900,12,121,0,0,0,10888,90.0,2018
19185,21900,19,59,0,0,0,11890,111.0,2018
19186,7444,21,63,0,2,0,12199,71.0,2018
19187,18380,5,16,0,0,0,12250,101.0,2018
19188,22510,5,22,0,0,0,13690,105.0,2018
19189,43850,19,239,0,0,0,13900,120.0,2018
19190,59,22,72,0,0,0,21490,159.0,2019
19191,1900,5,22,0,1,0,21790,145.0,2019
19192,28000,7,24,0,1,0,21900,182.0,2019
19193,22770,0,0,0,1,0,21980,150.0,2019
19194,24043,0,50,2,1,0,21980,120.0,2019
19195,22043,0,50,2,1,0,21980,120.0,2019
19196,19979,0,50,2,1,0,21980,120.0,2019
19197,23286,0,50,2,1,0,21980,120.0,2019
19198,24979,0,50,2,1,0,21980,120.0,2019
19199,14979,0,50,2,1,0,21980,120.0,2019
19200,15383,17,332,2,0,0,21980,116.0,2019
19201,15520,17,332,2,0,0,21980,116.0,2019
19202,100,22,72,0,0,0,21990,159.0,2019
19203,100,22,72,0,0,0,21990,159.0,2019
19204,17800,1,38,2,1,0,21990,150.0,2019
19205,8590,22,295,4,1,2,22222,150.0,2019
19206,21080,1,133,2,0,0,22280,116.0,2019
19207,48690,1,38,2,1,0,22480,184.0,2019
19208,14800,5,28,0,1,0,22850,165.0,2019
19209,15383,17,332,2,0,0,22980,116.0,2019
19250,197480,8,10,2,0,0,5499,163.0,2011
19252,215000,13,23,2,0,0,5499,143.0,2011
19253,104000,10,122,0,0,0,5499,135.0,2011
19254,80000,16,114,0,0,0,5499,109.0,2011
19255,168000,0,0,0,0,0,5500,122.0,2011
19256,69000,2,452,0,0,0,5500,101.0,2011
19258,149000,20,60,2,0,0,5500,175.0,2011
19259,217000,3,177,2,0,0,5500,111.0,2011
19260,109000,5,9,0,0,0,5500,120.0,2011
19262,152000,1,191,2,0,0,5500,105.0,2011
19263,169904,30,204,2,0,0,5500,105.0,2011
19264,87200,3,117,0,0,0,5500,120.0,2011
19265,189000,30,204,0,0,0,5500,170.0,2011
19266,92000,8,136,0,0,0,5500,124.0,2011
19267,184000,30,204,2,0,0,5500,105.0,2011
19268,100000,5,9,0,0,0,5550,120.0,2011
19269,74892,19,59,0,0,0,5550,94.0,2011
19270,109834,5,22,2,0,0,6900,110.0,2013
19271,97000,10,158,0,0,0,6900,69.0,2013
19272,139000,17,87,2,0,0,6949,105.0,2013
19273,75091,0,12,0,0,0,6950,69.0,2013
19274,56800,19,59,0,0,0,6950,94.0,2013
19275,73882,17,88,0,0,0,6950,105.0,2013
19276,81900,17,88,0,0,0,6950,86.0,2013
19277,211001,0,97,2,0,0,6950,102.0,2013
19278,93092,1,218,0,0,0,6950,105.0,2013
19279,84986,16,114,0,0,0,6950,99.0,2013
19280,95000,7,54,0,0,0,6950,101.0,2013
19281,143000,0,0,2,1,0,6980,105.0,2013
19282,124000,5,9,0,1,0,6990,120.0,2013
19283,36501,4,45,0,0,0,6990,69.0,2013
19284,67660,22,101,0,0,0,6990,80.0,2013
19285,99000,3,57,2,0,0,6990,92.0,2013
19286,46800,7,43,0,0,0,6990,80.0,2013
19287,98782,5,22,0,0,0,6990,120.0,2013
19288,98000,0,0,0,0,0,6990,80.0,2013
19289,108210,5,22,0,0,0,6990,87.0,2013
19290,35500,10,106,0,0,0,7400,69.0,2014
19291,156000,0,0,0,0,0,7400,86.0,2014
19292,116600,30,204,0,0,0,7400,105.0,2014
19293,25000,7,43,0,0,0,7400,60.0,2014
19294,63890,10,106,0,0,0,7450,86.0,2014
19295,109900,11,51,0,0,0,7450,99.0,2014
19296,119030,7,54,2,0,0,7450,95.0,2014
19297,61921,7,43,0,0,0,7489,101.0,2014
19299,41543,7,43,0,0,0,7490,80.0,2014
19300,46961,10,106,0,0,0,7490,69.0,2014
19301,199999,7,112,0,0,0,7490,111.0,2014
19302,172097,16,114,2,0,0,7490,110.0,2014
19304,45032,19,59,0,0,0,7490,94.0,2014
19305,86252,3,117,0,0,0,7490,120.0,2014
19306,2900,5,16,0,0,0,7490,87.0,2014
19307,198630,3,71,2,1,0,7499,204.0,2014
19308,64395,21,69,0,0,0,7499,71.0,2014
19309,53000,17,52,0,0,0,7499,105.0,2014
19310,16450,1,53,0,0,0,7950,69.0,2015
19311,16450,1,53,0,0,0,7950,69.0,2015
19312,38800,5,16,0,0,0,7950,90.0,2015
19313,33200,5,16,0,0,0,7970,87.0,2015
19314,41430,2,102,0,0,0,7980,90.0,2015
19315,32000,2,92,0,0,0,7980,73.0,2015
19316,37534,12,121,0,0,0,7988,90.0,2015
19317,55600,18,168,2,0,0,7990,75.0,2015
19318,57000,1,218,2,0,0,7990,90.0,2015
19319,73000,5,9,2,0,0,7990,110.0,2015
19320,105000,16,114,2,0,0,7990,110.0,2015
19321,59300,12,61,0,0,0,7990,90.0,2015
19322,41064,18,99,0,0,0,7990,68.0,2015
19323,93000,1,78,0,0,0,7990,125.0,2015
19324,172563,5,6,2,1,0,7990,131.0,2015
19325,60000,2,92,0,0,0,7990,90.0,2015
19326,172563,5,138,2,1,0,7990,131.0,2015
19327,114903,7,24,0,0,0,7990,101.0,2015
19328,108626,7,43,0,0,0,7990,101.0,2015
19329,79664,5,32,0,0,0,7990,87.0,2015
19330,153000,5,22,0,0,0,7599,140.0,2016
19331,109900,5,22,5,0,0,7600,116.0,2016
19332,63700,17,48,0,0,0,7649,86.0,2016
19333,39987,0,0,0,0,0,7650,86.0,2016
19334,190000,7,54,2,0,0,7650,150.0,2016
19335,31710,21,63,0,0,0,7690,71.0,2016
19336,59041,19,59,0,0,0,7690,94.0,2016
19337,42000,7,43,0,0,0,7699,82.0,2016
19338,143000,2,2,2,0,0,7699,110.0,2016
19339,41500,2,98,4,-1,0,7700,92.0,2016
19340,164995,16,114,2,-1,0,7750,136.0,2016
19341,38990,1,53,0,0,0,7760,75.0,2016
19342,30000,0,47,0,0,0,7777,60.0,2016
19343,39150,16,86,0,0,0,7790,84.0,2016
19344,92000,5,32,0,0,0,7790,69.0,2016
19345,71993,0,12,0,0,0,7790,60.0,2016
19346,37900,12,61,0,0,0,7800,90.0,2016
19347,40000,5,32,0,0,0,7800,87.0,2016
19348,32523,5,16,0,0,0,7800,69.0,2016
19349,32523,5,16,0,0,0,7800,69.0,2016
19350,40500,1,64,0,0,0,6490,60.0,2017
19351,68500,21,63,0,0,0,6490,71.0,2017
19352,108300,21,63,0,0,0,6490,71.0,2017
19353,66900,21,63,0,0,0,6490,71.0,2017
19354,29300,1,64,0,0,0,6490,60.0,2017
19355,89000,21,69,0,0,0,6490,71.0,2017
19356,60389,1,64,0,0,0,6500,60.0,2017
19357,59118,1,64,0,0,0,6500,60.0,2017
19358,70272,1,64,0,0,0,6500,60.0,2017
19359,72202,0,47,0,0,0,6577,60.0,2017
19360,61005,0,47,0,0,0,6577,60.0,2017
19361,26820,18,162,0,0,0,6578,69.0,2017
19362,70689,7,43,0,0,0,6590,60.0,2017
19363,49514,2,102,0,0,0,6600,69.0,2017
19364,44290,10,158,0,0,0,6600,69.0,2017
19365,209000,5,22,2,0,0,6650,110.0,2017
19366,49900,17,65,0,0,0,6690,60.0,2017
19367,59999,21,63,0,0,0,6699,71.0,2017
19368,69998,0,47,0,0,0,6722,60.0,2017
19369,77002,0,47,0,0,0,6722,60.0,2017
19380,123564,0,47,0,0,0,5444,60.0,2018
19381,120000,2,102,0,0,0,5499,69.0,2018
19382,78000,17,65,0,0,0,5790,60.0,2018
19383,85000,0,47,0,0,0,5950,60.0,2018
19384,83002,0,47,0,0,0,5980,60.0,2018
19385,72251,16,68,0,0,0,5990,67.0,2018
19386,117135,14,366,2,0,0,6390,116.0,2018
19387,136380,17,52,0,0,0,6471,75.0,2018
19388,36000,1,64,0,0,0,6490,60.0,2018
19403,14845,0,47,0,0,0,5990,60.0,2019
19404,12100,17,65,0,0,0,6800,60.0,2019
19405,90000,21,69,0,0,0,6850,71.0,2019
19406,7588,25,105,0,0,0,6990,71.0,2019
19407,48500,25,105,0,0,0,6990,71.0,2019
19408,44368,17,65,0,0,0,6999,60.0,2019
19422,5990,11,17,0,0,0,10990,84.0,2020
19423,14100,12,61,0,0,0,12480,90.0,2020
19424,9367,16,114,0,0,0,14949,120.0,2020
19425,2,5,16,0,1,1,15990,101.0,2020
19426,5600,21,63,4,-1,0,16499,82.0,2020
19427,6095,0,12,0,0,0,17450,80.0,2020
19428,15502,16,210,0,0,0,19389,132.0,2020
19429,100,4,66,0,0,1,10290,72.0,2021
19430,50,4,66,0,0,1,10290,72.0,2021
19431,50,4,66,0,0,1,10290,72.0,2021
19432,100,4,66,0,0,1,10290,72.0,2021
19433,0,2,102,0,0,1,10299,65.0,2021
19434,10,2,102,0,0,2,10490,65.0,2021
19435,25,25,105,0,0,1,10490,71.0,2021
19436,10,10,70,0,0,1,10490,69.0,2021
19437,100,4,66,0,0,1,10590,72.0,2021
19438,1000,2,102,0,0,2,10599,65.0,2021
19439,10,4,66,0,0,1,10660,72.0,2021
19440,10,4,66,0,0,1,10660,72.0,2021
19441,10,4,66,0,0,1,10660,72.0,2021
19442,0,2,102,0,0,2,10668,65.0,2021
19443,2568,2,102,0,0,2,10668,65.0,2021
19444,50,2,102,0,0,1,10698,65.0,2021
19445,7500,16,68,0,0,0,10745,67.0,2021
19446,10,10,70,0,0,1,10789,69.0,2021
19447,0,2,102,0,0,1,10799,65.0,2021
19448,0,2,102,0,0,1,10799,65.0,2021
19462,96000,15,408,0,1,0,19750,211.0,2013
19464,137482,9,324,2,1,0,19800,177.0,2013
19465,169963,15,235,2,1,0,19889,170.0,2013
19467,43976,13,129,0,0,0,19999,184.0,2013
19468,83000,13,350,0,1,0,20000,184.0,2013
19470,97000,7,126,2,0,0,20999,155.0,2013
19471,89761,15,235,2,1,0,21000,170.0,2013
19473,115000,29,171,2,1,0,21400,190.0,2013
19474,84000,15,185,0,1,0,21800,184.0,2013
19482,137898,15,152,2,1,0,17980,170.0,2014
19483,29939,5,44,2,0,0,17980,114.0,2014
19484,73000,9,11,2,1,0,17985,150.0,2014
19485,110100,0,240,2,1,0,17990,177.0,2014
19486,28910,0,149,2,1,0,17990,177.0,2014
19487,63500,13,30,2,1,0,18449,184.0,2014
19488,97063,15,217,2,0,0,18500,163.0,2014
19489,204015,15,222,2,1,0,18500,163.0,2014
19490,52660,9,11,2,0,0,18900,177.0,2014
19491,122000,13,129,0,1,0,18975,184.0,2014
19492,6900,0,35,0,1,0,18990,140.0,2014
19495,75000,15,261,0,0,0,18999,156.0,2014
19496,97500,13,276,2,0,0,19000,184.0,2014
19497,106150,15,261,0,0,0,19450,156.0,2014
19498,74000,4,341,2,0,0,19750,128.0,2014
19500,94000,0,34,2,1,0,14000,150.0,2015
19501,66300,11,238,2,0,0,14100,116.0,2015
19502,51411,9,39,2,1,0,14260,90.0,2015
19503,57289,2,13,2,1,0,14280,160.0,2015
19504,48700,5,124,7,0,0,14290,140.0,2015
19505,100000,20,376,2,1,0,14290,155.0,2015
19506,35278,0,0,0,0,0,14349,110.0,2015
19507,46100,22,72,2,0,0,14390,131.0,2015
19508,73500,19,239,0,0,0,14400,120.0,2015
19509,48000,0,149,0,0,0,14400,122.0,2015
19510,157915,15,134,0,0,0,14445,122.0,2015
19511,90400,7,79,0,0,0,14450,160.0,2015
19512,70129,4,41,0,1,0,14490,147.0,2015
19513,33450,2,262,0,0,0,14490,131.0,2015
19514,95000,15,27,0,0,0,14500,122.0,2015
19515,92650,0,267,2,0,0,14500,150.0,2015
19516,91300,2,321,2,0,0,14518,120.0,2015
19517,83120,5,124,0,1,0,14550,140.0,2015
19518,99151,0,12,0,1,0,10995,90.0,2016
19519,156000,0,50,2,0,0,11250,120.0,2016
19520,159546,0,35,2,1,0,11280,110.0,2016
19521,145644,0,0,2,1,0,11280,110.0,2016
19522,160039,0,35,2,1,0,11380,116.0,2016
19523,184552,15,259,2,1,0,11380,136.0,2016
19524,158640,3,3,2,1,0,11380,181.0,2016
19525,160039,0,35,2,1,0,11380,116.0,2016
19527,114000,17,76,2,1,0,11390,110.0,2016
19528,121450,13,263,2,0,0,11450,116.0,2016
19529,35623,11,51,0,0,0,11450,101.0,2016
19530,41200,12,18,0,0,0,11450,125.0,2016
19531,167459,7,79,2,1,0,11480,179.0,2016
19532,172808,7,79,2,1,0,11480,179.0,2016
19533,43234,5,22,0,2,0,11480,105.0,2016
19534,168193,7,79,2,1,0,11480,150.0,2016
19535,158953,13,141,2,0,0,11480,150.0,2016
19536,19584,0,47,4,1,0,11480,82.0,2016
19537,61770,5,16,0,0,0,9750,90.0,2017
19538,129507,5,6,2,0,0,9780,120.0,2017
19539,129507,5,6,2,0,0,9780,120.0,2017
19540,138776,5,22,2,1,0,9780,136.0,2017
19541,141889,5,22,2,1,0,9780,136.0,2017
19542,135791,5,22,2,0,0,9780,136.0,2017
19543,141889,5,22,2,1,0,9780,136.0,2017
19544,122359,5,28,2,0,0,9780,136.0,2017
19545,142466,5,22,2,1,0,9780,136.0,2017
19546,73755,7,24,2,0,0,9790,95.0,2017
19547,18279,0,47,0,0,0,9800,90.0,2017
19548,42300,7,33,0,0,0,9850,101.0,2017
19549,41175,5,16,0,0,0,9873,90.0,2017
19550,44167,7,43,0,0,0,9879,82.0,2017
19551,27549,3,57,0,0,0,9890,82.0,2017
19552,99989,15,100,2,0,0,9890,90.0,2017
19553,35864,7,103,0,0,0,9890,86.0,2017
19554,17000,7,43,0,0,0,9900,80.0,2017
19555,62000,0,12,0,0,0,9900,75.0,2017
19556,141041,5,28,2,1,0,11680,136.0,2018
19557,144757,5,28,2,1,0,11680,136.0,2018
19558,185965,5,28,2,1,0,11680,170.0,2018
19559,126111,0,0,2,0,0,11680,116.0,2018
19560,141041,5,28,2,1,0,11680,136.0,2018
19561,127305,5,22,0,1,0,11680,150.0,2018
19562,24000,1,64,0,1,0,11680,75.0,2018
19563,67300,7,24,0,0,0,11690,125.0,2018
19564,36750,0,12,0,0,0,11749,75.0,2018
19565,164816,0,0,2,1,0,11780,116.0,2018
19566,166305,17,76,2,1,0,11840,116.0,2018
19567,22456,4,45,0,0,0,11890,111.0,2018
19568,36000,2,5,0,0,0,11900,116.0,2018
19569,64900,11,119,0,0,0,11900,101.0,2018
19570,18520,5,16,0,0,0,11900,90.0,2018
19571,45550,7,43,0,-1,0,11900,71.0,2018
19572,5000,5,197,0,1,0,11950,75.0,2018
19573,107513,5,131,2,0,0,11980,120.0,2018
19574,115842,7,79,2,0,0,11980,150.0,2018
19575,157241,3,3,2,0,0,11980,150.0,2018
19576,28071,5,208,7,0,0,15990,140.0,2019
19577,10000,7,43,0,0,0,15990,101.0,2019
